poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,politician_id,politician,favorable,unfavorable,alternate_answers,very_favorable,somewhat_favorable,somewhat_unfavorable,very_unfavorable
78412,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,2/5/2022,2/8/2022,,,,152523,1255,rv,,rv,,2/9/2022 10:37,,https://docs.cdn.yougov.com/npwlx2cq4r/econTabReport.pdf,,FALSE,,11,Donald Trump,41,55,4,26,15,9,46
78423,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,2/3/2022,2/7/2022,,,,152646,1000,rv,,rv,,2/15/2022 9:19,,https://navigatorresearch.org/wp-content/uploads/2022/02/Navigator-Toplines-02.07.2022.pdf,,FALSE,,11,Donald Trump,44,55,1,26,18,8,46
78448,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,1/31/2022,2/7/2022,,,,152726,4404,a,,a,,2/17/2022 9:21,,https://www.ipsos.com/en-us/news-polls/half-americans-say-certain-to-vote-upcoming-midterms-021522,,FALSE,,11,Donald Trump,41,59,0,20,21,15,44
78403,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,2/5/2022,2/6/2022,,,,152503,2005,rv,,rv,,2/9/2022 8:10,,https://assets.morningconsult.com/wp-uploads/2022/02/08222920/2202029_crosstabs_POLITICO_RVs_v2_SH.pdf,,FALSE,,11,Donald Trump,42,55,3,,,,
78377,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/29/2022,2/1/2022,,,,152370,1500,a,,a,,2/2/2022 10:35,,https://docs.cdn.yougov.com/o2uq4b0h68/econToplines.pdf,,FALSE,,11,Donald Trump,39,56,5,23,16,11,45
78377,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/29/2022,2/1/2022,,,,152371,1273,rv,,rv,,2/2/2022 10:35,,https://docs.cdn.yougov.com/9uqg6clnvr/econTabReport.pdf,,FALSE,,11,Donald Trump,42,56,3,25,17,9,47
78373,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,1/28/2022,1/30/2022,,,,152346,2005,rv,,rv,,2/2/2022 7:53,,https://www.politico.com/f/?id=0000017e-b883-d713-a1ff-fbab0b900000,,FALSE,,11,Donald Trump,42,55,3,,,,
78408,1347,Cygnal Political,,,Cygnal,67,Cygnal,B+,Online,,1/25/2022,1/27/2022,,,,152464,5837,lv,,lv,,2/8/2022 16:04,,https://www.cygn.al/cygnal-national-voter-trends-panel/,,FALSE,,11,Donald Trump,42.8,54.6,0,26.1,16.7,7.7,46.9
78334,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/22/2022,1/25/2022,,,,152150,1500,a,,a,,1/26/2022 10:05,,https://docs.cdn.yougov.com/msj0jl4o2x/econToplines.pdf,,FALSE,,11,Donald Trump,38,54,8,24,14,10,44
78334,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/22/2022,1/25/2022,,,,152151,1249,rv,,rv,,1/26/2022 10:05,,https://docs.cdn.yougov.com/w6rek2s6zg/econTabReport.pdf,,FALSE,,11,Donald Trump,41,55,5,26,15,9,46
78345,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,1/20/2022,1/24/2022,,,,152301,1000,rv,,rv,,2/1/2022 10:00,,https://navigatorresearch.org/wp-content/uploads/2022/01/Navigator-Toplines-01.25.2022.pdf,,FALSE,,11,Donald Trump,44,55,1,27,16,8,47
78351,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,1/20/2022,1/24/2022,,,,152388,1568,a,,a,,2/2/2022 14:53,,https://docs.cdn.yougov.com/x59yac33re/20220124_yahoo_toplines.pdf,,FALSE,,11,Donald Trump,41,52,7,25,16,10,42
78351,568,YouGov,1213,Yahoo News,YouGov,391,YouGov,B+,Online,,1/20/2022,1/24/2022,,,,152390,1181,rv,,rv,,2/2/2022 14:53,,https://docs.cdn.yougov.com/x59yac33re/20220124_yahoo_toplines.pdf,,FALSE,,11,Donald Trump,42,53,4,28,14,8,45
78335,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,1/22/2022,1/23/2022,,,,152153,2005,rv,,rv,,1/26/2022 10:05,,https://www.politico.com/f/?id=0000017e-92cd-db3e-a17e-d2ff8b5d0000,,FALSE,,11,Donald Trump,42,55,4,,,,
78341,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/21/2022,1/23/2022,,,,152185,1029,rv,,rv,,1/26/2022 18:46,,https://echeloninsights.com/in-the-news/january-22-omnibus-political/,,FALSE,,11,Donald Trump,40,57,3,22,18,11,46
78347,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,A/B,Online,,1/10/2022,1/21/2022,,,,152226,1000,a,,a,,1/27/2022 9:38,,https://law.marquette.edu/poll/wp-content/uploads/2022/01/MLSPSC06Toplines.html,,FALSE,,11,Donald Trump,32,67,1,,,,
78328,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B+,Online,,1/19/2022,1/20/2022,,,,152100,1815,rv,,rv,,1/25/2022 14:22,,https://harvardharrispoll.com/wp-content/uploads/2022/01/January-2022_HHP_Topline.pdf,,FALSE,,11,Donald Trump,47,44,10,27,19,11,34
78292,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/15/2022,1/18/2022,,,,151892,1500,a,,a,,1/19/2022 9:11,,https://docs.cdn.yougov.com/ag4e883md3/econToplines.pdf,,FALSE,,11,Donald Trump,40,55,6,25,15,10,45
78292,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/15/2022,1/18/2022,,,,151893,1152,rv,,rv,,1/19/2022 9:11,,https://docs.cdn.yougov.com/0runc17e13/econTabReport.pdf,,FALSE,,11,Donald Trump,40,56,3,26,14,9,47
78308,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,1/14/2022,1/18/2022,,,,152053,1000,a,,a,,1/23/2022 12:43,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/meet-the-press/downhill-divisive-americans-sour-nation-s-direction-new-nbc-news-n1287888,,FALSE,,11,Donald Trump,37,51,12,21,16,9,42
78307,1360,AP-NORC,,,AP-NORC,397,AP-NORC,,Live Phone/Online,,1/13/2022,1/18/2022,,,,151959,1161,a,,a,,1/20/2022 9:29,,https://apnorc.org/projects/a-year-after-inauguration-biden-faces-a-more-critical-and-pessimistic-public/,,FALSE,,11,Donald Trump,34,63,3,16,18,12,51
78290,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,1/15/2022,1/16/2022,,,,151895,2005,rv,,rv,,1/19/2022 9:11,,https://assets.morningconsult.com/wp-uploads/2022/01/18165343/2201075_crosstabs_POLITICO_RVs_v1_SH.pdf,,FALSE,,11,Donald Trump,42,55,2,,,,
78255,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/8/2022,1/11/2022,,,,151703,1500,a,,a,,1/12/2022 9:15,,https://docs.cdn.yougov.com/jv0vlnls0q/econToplines.pdf,538,FALSE,,11,Donald Trump,40,54,6,25,15,10,44
78255,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/8/2022,1/11/2022,,,,151704,1258,rv,,rv,,1/12/2022 9:15,,https://docs.cdn.yougov.com/vkklxli0e8/econTabReport.pdf,538,FALSE,,11,Donald Trump,41,56,3,26,15,9,47
78266,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,1/6/2022,1/10/2022,,,,151858,1000,rv,,rv,,1/18/2022 9:56,,https://navigatorresearch.org/wp-content/uploads/2022/01/Navigator-Toplines-01.13.2022.pdf,538,FALSE,,11,Donald Trump,43,55,2,27,16,9,46
78254,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,1/8/2022,1/9/2022,,,,151706,2000,rv,,rv,,1/12/2022 9:15,,https://www.politico.com/f/?id=0000017e-4c40-d41e-afff-fc5d1e740000&nname=playbook&nid=0000014f-1646-d88f-a1cf-5f46b7bd0000&nrid=0000014e-f0fe-dd93-ad7f-f8ffdfcd0001&nlid=630318,538,FALSE,,11,Donald Trump,41,56,3,,,,
78294,1674,PEM Management Corporation,1629,John Bolton Super PAC,PEM Management Corporation,675,PEM Management Corporation,,Live Phone,,1/6/2022,1/6/2022,,,,151915,1000,lv,,lv,,1/19/2022 13:11,,https://www.boltonsuperpac.com/poll_011922-2.php,,FALSE,REP,11,Donald Trump,42.2,53,4.8,24.9,17.3,6.5,46.5
78251,399,Rasmussen (Pulse Opinion Research),1212,Heartland Institute,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,1/5/2022,1/5/2022,,,,151669,1016,lv,,lv,,1/11/2022 11:37,,https://www.heartland.org/news-opinion/news/press-releases-heartlandrasmussen-poll-trump-would-beat-biden-if-presidential-election-were-held-today%20,538,FALSE,REP,11,Donald Trump,51,47,2,31,20,10,37
78214,399,Rasmussen (Pulse Opinion Research),,,Rasmussen Reports/Pulse Opinion Research,277,Rasmussen Reports/Pulse Opinion Research,B,IVR/Online,,1/4/2022,1/5/2022,,,,151537,1000,lv,,lv,,1/6/2022 12:07,,https://www.rasmussenreports.com/public_content/politics/general_politics/january_2022/52_still_like_trump_but_democrats_think_his_supporters_are_racist,538,FALSE,,11,Donald Trump,52,47,0,33,19,9,38
78174,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/2/2022,1/4/2022,,,,151484,1500,a,,a,,1/5/2022 9:26,,https://docs.cdn.yougov.com/tyivpnrtkb/econToplines.pdf,538,FALSE,,11,Donald Trump,39,54,7,22,17,9,45
78174,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,1/2/2022,1/4/2022,,,,151485,1201,rv,,rv,,1/5/2022 9:26,,https://docs.cdn.yougov.com/g43s025yft/econTabReport.pdf,538,FALSE,,11,Donald Trump,41,56,4,25,16,9,47
78366,552,Winston,1312,Winning the Issues,The Winston Group,385,The Winston Group,A/B,Online,,1/2/2022,1/4/2022,,,,152287,1000,rv,,rv,,1/31/2022 13:06,,https://www.winningtheissues.org/wp-content/uploads/2022/01/Winning-the-Issues-January-2022-National-Survey.pdf,,FALSE,REP,11,Donald Trump,42,54,4,,,,
78215,218,Hill Research Consultants,1748,Tom Hogan,Hill Research Consultants,140,Hill Research Consultants,B/C,Live Phone/Online,,12/26/2021,12/31/2021,,,,151538,1000,rv,,rv,,1/6/2022 14:16,,https://www.thebulwark.com/new-poll-one-year-after-jan-6th-disturbing-support-for-authoritarianism/,538,FALSE,,11,Donald Trump,41,56,3,20,21,11,45
78122,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/19/2021,12/21/2021,,,,151261,1500,a,,a,,12/22/2021 9:07,,https://docs.cdn.yougov.com/2n20q7z489/econToplines.pdf,538,FALSE,,11,Donald Trump,40,53,7,25,15,8,45
78122,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/19/2021,12/21/2021,,,,151262,1315,rv,,rv,,12/22/2021 9:07,,https://docs.cdn.yougov.com/2n20q7z489/econToplines.pdf,538,FALSE,,11,Donald Trump,40,55,4,24,16,8,47
78105,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,12/18/2021,12/20/2021,,,,151259,1998,rv,,rv,,12/22/2021 8:43,,https://assets.morningconsult.com/wp-uploads/2021/12/21214204/2112154_crosstabs_POLITICO_RVs_v1_SH-1.pdf,538,FALSE,,11,Donald Trump,44,51,5,,,,
78171,1365,Change Research,576,CNBC,Change Research,48,Change Research,B-,Online,,12/17/2021,12/20/2021,,,,151467,1895,rv,,rv,,1/4/2022 14:12,,https://changeresearch.com/post/cnbc-change-research-national-poll-biden-year-1-economic-report-card/,538,FALSE,,11,Donald Trump,38,55,7,27,11,3,52
78164,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,12/13/2021,12/17/2021,,,,151425,4407,a,,a,,12/30/2021 9:20,,https://www.ipsos.com/en-us/news-polls/over-half-americans-believe-countrys-economy-headed-wrong-direction-122921,538,FALSE,,11,Donald Trump,44,56,0,24,21,16,40
78073,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/12/2021,12/14/2021,,,,151086,1500,a,,a,,12/15/2021 9:06,,https://docs.cdn.yougov.com/gv7knlmw7y/econToplines.pdf,538,FALSE,,11,Donald Trump,40,55,6,24,16,8,47
78073,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/12/2021,12/14/2021,,,,151087,1267,rv,,rv,,12/15/2021 9:06,,https://docs.cdn.yougov.com/gv7knlmw7y/econToplines.pdf,538,FALSE,,11,Donald Trump,40,55,5,25,15,7,48
78074,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,12/11/2021,12/13/2021,,,,151089,1998,rv,,rv,,12/15/2021 9:06,,https://www.politico.com/f/?id=0000017d-bc86-d3d7-a37d-be9e2a280000,538,FALSE,,11,Donald Trump,44,53,3,,,,
78069,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,12/9/2021,12/13/2021,,,,151039,1020,rv,,rv,,12/14/2021 14:07,,https://echeloninsights.com/in-the-news/december-omnibus-politics/,538,FALSE,,11,Donald Trump,44,53,3,28,16,8,44
78014,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/4/2021,12/7/2021,,,,150864,1500,a,,a,,12/8/2021 9:13,,https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf,538,FALSE,,11,Donald Trump,39,56,5,25,14,11,45
78014,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,12/4/2021,12/7/2021,,,,150865,1265,rv,,rv,,12/8/2021 9:13,,https://docs.cdn.yougov.com/o8u558c9sy/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,58,3,26,14,10,48
77986,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,12/4/2021,12/6/2021,,,,150867,2000,rv,,rv,,12/8/2021 9:33,,https://assets.morningconsult.com/wp-uploads/2021/12/08091802/2112027_crosstabs_POLITICO_RVs_v2_SH.pdf,538,FALSE,,11,Donald Trump,42,53,5,,,,
78029,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,12/3/2021,12/6/2021,,,,151009,1000,rv,,rv,,12/14/2021 9:32,,https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Update-12.09.2021.pdf,538,FALSE,,11,Donald Trump,44,54,1,28,16,8,46
77982,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B+,Online,,11/30/2021,12/2/2021,,,,150940,1989,rv,,rv,,12/9/2021 10:26,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/420beaf6-8cb5-04e6-02db-69814f5573fb/HHP_November_vF_002_.pdf,538,FALSE,,11,Donald Trump,44,49,7,27,18,12,37
77936,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/27/2021,11/30/2021,,,,150699,1500,a,,a,,12/1/2021 9:13,,https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf,538,FALSE,,11,Donald Trump,38,56,6,22,16,8,48
77936,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/27/2021,11/30/2021,,,,150700,1272,rv,,rv,,12/1/2021 9:13,,https://docs.cdn.yougov.com/qxe3vbsvhw/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,57,3,24,16,7,50
77875,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/20/2021,11/23/2021,,,,150506,1500,a,,a,,11/24/2021 9:16,,https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf,538,FALSE,,11,Donald Trump,41,54,5,25,16,9,45
77875,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/20/2021,11/23/2021,,,,150507,1249,rv,,rv,,11/24/2021 9:16,,https://docs.cdn.yougov.com/79n2jfbdep/econTabReport.pdf,538,FALSE,,11,Donald Trump,42,55,2,27,15,8,47
77949,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,11/18/2021,11/22/2021,,,,150938,1000,rv,,rv,,12/9/2021 10:26,,https://navigatorresearch.org/wp-content/uploads/2021/12/Navigator-Update-12.02.2021.pdf,538,FALSE,,11,Donald Trump,45,53,1,28,17,7,46
78012,1699,Fabrizio/Impact,276,Wall Street Journal,"Fabrizio, Lee & Associates/Impact Research",694,Fabrizio Lee & Associates/Impact Research,,Live Phone/Online,,11/16/2021,11/22/2021,,,,150844,1500,rv,,rv,,12/7/2021 13:45,,https://www.wsj.com/articles/wsj-poll-biden-leadership-economy-midterms-11638888384?mod=Searchresults_pos2&page=1,538,FALSE,,11,Donald Trump,41,54,5,25,16,6,48
77792,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,11/12/2021,11/18/2021,,,,150356,1013,rv,,rv,,11/19/2021 14:58,,https://echeloninsights.com/in-the-news/november-omnibus-politics/,538,FALSE,,11,Donald Trump,44,53,2,25,19,7,45
77792,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,11/12/2021,11/18/2021,,,,150358,839,lv,,lv,,11/19/2021 14:58,,https://echeloninsights.com/in-the-news/november-omnibus-politics/,538,FALSE,,11,Donald Trump,44,54,2,26,18,6,48
77678,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/14/2021,11/16/2021,,,,150041,1500,a,,a,,11/17/2021 9:19,,https://docs.cdn.yougov.com/anoy7rtkl2/econTabReport.pdf,538,FALSE,,11,Donald Trump,39,56,4,23,16,9,47
77678,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/14/2021,11/16/2021,,,,150042,1299,rv,,rv,,11/17/2021 9:19,,https://docs.cdn.yougov.com/anoy7rtkl2/econTabReport.pdf,538,FALSE,,11,Donald Trump,42,57,2,25,17,8,49
77677,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,11/13/2021,11/15/2021,,,,150044,1998,rv,,rv,,11/17/2021 9:19,,https://assets.morningconsult.com/wp-uploads/2021/11/17072513/2111084_crosstabs_POLITICO_RVs_v1_SH.pdf,538,FALSE,,11,Donald Trump,43,53,3,,,,
77734,1075,Marquette Law School,,,Marquette University Law School,195,Marquette University Law School,A/B,Online,,11/1/2021,11/10/2021,,,,150134,1004,a,,a,,11/18/2021 9:22,,https://law.marquette.edu/poll/wp-content/uploads/2021/11/MLSPSC05Toplines.html,538,FALSE,,11,Donald Trump,32,65,3,,,,
77486,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/6/2021,11/9/2021,,,,149716,1500,a,,a,,11/10/2021 9:22,,https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,53,7,24,16,9,44
77486,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,11/6/2021,11/9/2021,,,,149717,1258,rv,,rv,,11/10/2021 9:22,,https://docs.cdn.yougov.com/87gqotkd1s/econTabReport.pdf,538,FALSE,,11,Donald Trump,39,56,4,24,15,8,48
77497,461,Susquehanna,1458,The Federalist,Susquehanna Polling & Research,326,Susquehanna Polling & Research Inc.,B+,Live Phone,,11/1/2021,11/9/2021,,,,149747,800,lv,,lv,,11/10/2021 20:21,,https://thefederalist.com/2021/11/10/new-fdrlst-susquehanna-poll-shows-bidens-approval-sliding-to-36-percent-widespread-disapproval-of-critical-race-theory/,538,FALSE,,11,Donald Trump,33,53,14,17,16,11,42
77526,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,11/4/2021,11/8/2021,,,,149905,1003,rv,,rv,,11/16/2021 9:12,,https://navigatorresearch.org/wp-content/uploads/2021/11/Navigator-Toplines-11.10.2021.pdf,538,FALSE,,11,Donald Trump,43,55,2,27,16,7,48
77485,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,11/5/2021,11/7/2021,,,,149693,1998,rv,,rv,,11/10/2021 8:45,,https://assets.morningconsult.com/wp-uploads/2021/11/10105627/2111037_crosstabs_POLITICO_RVs_v1_CC.pdf,538,FALSE,,11,Donald Trump,44,53,3,,,,
77940,1523,Beacon Research,1623,The Reagan Foundation,Beacon Research,545,Beacon Research,B/C,Live Phone/Online,,10/25/2021,11/7/2021,,,,150725,2523,a,,a,,12/1/2021 15:11,,https://www.wsj.com/articles/americans-consider-china-top-national-security-threat-survey-finds-11638334861?mod=hp_listb_pos5,538,FALSE,,11,Donald Trump,50,46,4,32,18,9,37
77474,458,Suffolk,135,USA Today,Suffolk University,323,Suffolk University,B+,Live Phone,,11/3/2021,11/5/2021,,,,149641,1000,rv,,rv,,11/8/2021 9:35,,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2021/11_8_2021_marginals.pdf?la=en&hash=1794FE2E578E79ED2EFC35B6E8DAC2C44B8B06CD,538,FALSE,,11,Donald Trump,46.2,49.5,4.3,,,,
77170,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/30/2021,11/2/2021,,,,148867,1500,a,,a,,11/3/2021 9:38,,https://docs.cdn.yougov.com/7ylf58dsj9/econTabReport.pdf,538,FALSE,,11,Donald Trump,39,55,5,23,16,9,46
77170,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/30/2021,11/2/2021,,,,148868,1303,rv,,rv,,11/3/2021 9:38,,https://docs.cdn.yougov.com/7ylf58dsj9/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,56,3,25,15,8,48
77166,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,10/29/2021,11/1/2021,,,,148834,1996,rv,,rv,,11/2/2021 9:36,,https://assets.morningconsult.com/wp-uploads/2021/11/02070634/2110196_crosstabs_POLITICO_RVs_v1_LM.pdf,538,FALSE,,11,Donald Trump,44,53,2,,,,
77168,1508,Harris Poll,763,Harvard CAPS,Harris Poll,133,Harris Insights & Analytics,B+,Online,,10/27/2021,10/28/2021,,,,148893,1688,rv,,rv,,11/3/2021 11:13,,https://harvardharrispoll.com/wp-content/uploads/2021/11/HHP_October2021_Crosstabs.pdf,538,FALSE,,11,Donald Trump,44,49,7,26,18,11,38
77050,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/24/2021,10/26/2021,,,,148606,1500,a,,a,,10/27/2021 9:34,,https://docs.cdn.yougov.com/qwffht37bk/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,55,6,25,15,8,47
77050,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/24/2021,10/26/2021,,,,148607,1261,rv,,rv,,10/27/2021 9:34,,https://docs.cdn.yougov.com/qwffht37bk/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,57,4,26,14,8,49
77149,1292,Hart Research Associates/Public Opinion Strategies,132,NBC News,Hart Research Associates/Public Opinion Strategies,221,NBC News/The Wall Street Journal,B+,Live Phone,,10/23/2021,10/26/2021,,,,148792,1000,a,,a,,10/31/2021 12:36,question wording: positive/negative/neutral,https://www.nbcnews.com/politics/meet-the-press/biden-s-job-rating-sinks-42-percent-nbc-news-poll-n1282781,538,FALSE,,11,Donald Trump,38,50,12,23,15,8,42
77131,1406,Global Strategy Group/GBAO/Navigator Research,,,Navigator Research,413,Global Strategy Group/GBAO (Navigator Research),B/C,Online,,10/22/2021,10/25/2021,,,,148755,1001,rv,,rv,,10/29/2021 10:56,,https://navigatorresearch.org/wp-content/uploads/2021/10/Navigator-Topline-F10.25.21.pdf?emci=8fb24a08-3538-ec11-9820-c896653b26c8&emdi=a9ae22ec-9c38-ec11-9820-c896653b26c8&ceid=1280100,538,FALSE,,11,Donald Trump,44,54,1,28,16,9,45
77048,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,10/22/2021,10/24/2021,,,,148599,1999,rv,,rv,,10/27/2021 8:37,,https://assets.morningconsult.com/wp-uploads/2021/10/27074729/2110134_crosstabs_POLITICO_RVs_v2_SH.pdf,538,FALSE,,11,Donald Trump,43,54,2,,,,
76904,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/16/2021,10/19/2021,,,,146588,1500,a,,a,,10/20/2021 10:36,,https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,50,10,19,21,10,40
76904,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/16/2021,10/19/2021,,,,146589,1268,rv,,rv,,10/20/2021 10:36,,https://docs.cdn.yougov.com/mzvq4c7ty8/econTabReport.pdf,538,FALSE,,11,Donald Trump,42,53,6,21,21,10,43
76908,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,10/15/2021,10/19/2021,,,,146614,1098,rv,,rv,,10/20/2021 17:03,,https://echeloninsights.com/in-the-news/october-omnibus-political/,538,FALSE,,11,Donald Trump,38,57,5,24,13,12,46
76908,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,10/15/2021,10/19/2021,,,,146657,915,lv,,lv,,10/21/2021 11:03,,https://echeloninsights.com/in-the-news/october-omnibus-political/,538,FALSE,,11,Donald Trump,39,56,4,27,13,11,45
76896,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,10/16/2021,10/18/2021,,,,146562,1998,rv,,rv,,10/20/2021 6:50,,https://assets.morningconsult.com/wp-uploads/2021/10/20054637/2110084_crosstabs_POLITICO_RVs_v1_SH.pdf,538,FALSE,,11,Donald Trump,44,53,4,,,,
76893,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,10/15/2021,10/18/2021,,,,146541,1342,a,,a,,10/19/2021 15:59,,https://poll.qu.edu/poll-release?releaseid=3825,538,FALSE,,11,Donald Trump,39,52,10,,,,
76893,396,Quinnipiac,,,Quinnipiac University,267,Quinnipiac University,A-,Live Phone,,10/15/2021,10/18/2021,,,,146543,1168,rv,,rv,,10/19/2021 15:59,,https://poll.qu.edu/poll-release?releaseid=3825,538,FALSE,,11,Donald Trump,41,52,7,,,,
76756,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/9/2021,10/12/2021,,,,146329,1500,a,,a,,10/13/2021 9:45,,https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,538,FALSE,,11,Donald Trump,40,52,6,25,15,8,44
76756,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/9/2021,10/12/2021,,,,146330,1266,rv,,rv,,10/13/2021 9:45,,https://docs.cdn.yougov.com/h2rgoa7a3x/econTabReport.pdf,538,FALSE,,11,Donald Trump,42,55,3,27,15,7,48
76754,1189,Morning Consult,538,Politico,Morning Consult,218,Morning Consult,B,Online,,10/8/2021,10/11/2021,,,,146311,1999,rv,,rv,,10/13/2021 9:14,,https://assets.morningconsult.com/wp-uploads/2021/10/13064013/2110042_crosstabs_POLITICO_RVs_v2_SH.pdf,538,FALSE,,11,Donald Trump,41,56,2,,,,
